"line_id","order_id","book_id","price"
3502,3059,8992,12.51
3503,2669,4081,8.35
3504,3932,8883,9.77
3505,6527,10288,3.08
3506,2681,1958,6.76
3507,4502,11074,13.21
3508,4248,5566,6.92
3509,3817,6250,9.23
3510,7259,10044,12.57
3511,4905,7489,9.66
3512,7522,5102,8.49
3513,1713,7116,12.36
3514,767,2379,9.74
3515,5093,8023,5.05
3516,7504,3294,4.14
3517,5300,4171,3.49
3518,391,3691,11.52
3519,1675,3196,18.93
3520,2966,3089,2.48
3521,4512,7848,2.09
3522,6097,6012,19.58
3523,4074,8247,1.14
3524,1800,8210,16.05
3525,3658,1395,13.82
3526,5935,4740,18.49
3527,3759,5922,12.25
3528,5667,6580,15.15
3529,2191,10963,10.01
3530,1955,1811,3.56
3531,6706,363,9.05
3532,2754,2725,14.74
3533,4028,8641,17.15
3534,5819,562,0.27
3535,4094,10616,14.79
3536,2561,8468,1.66
3537,1649,7475,5.98
3538,5634,10286,15.45
3539,4078,6748,9.16
3540,2369,83,2.64
3541,4711,6335,6.69
3542,1277,3925,7.09
3543,1060,8118,19.93
3544,6815,1869,16.24
3545,2705,3813,14.46
3546,2579,10882,10.04
3547,1682,1485,0.33
3548,791,8388,4.02
3549,1263,1539,18.99
3550,7260,8924,11.15
3551,2050,1419,16.64
3552,3898,3060,18.66
3553,3478,8402,1.1
3554,5108,9518,9.53
3555,7257,8941,7.23
3556,1663,1657,11.65
3557,4336,9472,16.77
3558,2788,1909,14.72
3559,5249,2720,12.24
3560,5023,3586,14.53
3561,5504,1384,9.19
3562,6182,6037,8.27
3563,3483,5456,2
3564,6396,7963,5.38
3565,6725,7015,7.38
3566,6129,1853,9.91
3567,4947,2910,14.17
3568,3524,1338,3.9
3569,4050,249,1.24
3570,5844,8538,4.19
3571,6703,205,14.76
3572,4847,7956,3.78
3573,2987,1123,16.13
3574,3171,10367,0.35
3575,2114,9556,6.68
3576,6316,1046,7.66
3577,7230,5118,15.66
3578,2112,2004,13.85
3579,2065,2409,9.24
3580,3123,3849,15.51
3581,3698,5832,15.68
3582,1827,314,3.86
3583,5061,6378,16.69
3584,2078,9873,18.48
3585,3322,6691,2.99
3586,2089,8782,7.22
3587,3913,7514,17.73
3588,3975,3269,1.11
3589,4953,155,15.3
3590,2467,10285,3.29
3591,4293,482,10.13
3592,6925,8806,8.63
3593,3105,8781,16.51
3594,3353,8824,2.42
3595,33,3655,5.5
3596,7341,2771,3.93
3597,444,8318,0.8
3598,3694,8608,3.5
3599,2088,1800,10.68
3600,5637,3985,17.46
3601,1724,7871,3.17
3602,3564,1393,10.51
3603,5113,5112,1.66
3604,787,3428,12.89
3605,5881,4682,15.09
3606,4279,1772,6.8
3607,3945,385,6.86
3608,3052,8025,2.52
3609,2094,6769,11.96
3610,7448,7814,19.77
3611,6533,777,18.46
3612,2780,4453,14.6
3613,2429,7188,2
3614,575,10260,0
3615,1125,9827,11.8
3616,2381,6960,12.64
3617,3874,3769,19.48
3618,6868,3199,9.34
3619,4117,1583,19.75
3620,1511,10680,19.67
3621,6294,10386,12.88
3622,1636,4830,19.06
3623,4475,8978,1.42
3624,654,923,1.89
3625,4909,637,4.39
3626,5443,6283,9.44
3627,5467,7607,19.78
3628,6734,3273,17.35
3629,710,5772,15.36
3630,6936,7672,4.51
3631,553,3926,4.58
3632,6859,3179,6.7
3633,3922,8016,2.99
3634,5195,8107,2.11
3635,7297,218,18.19
3636,595,10339,18.83
3637,4099,2034,18.32
3638,6377,3243,13.76
3639,2132,5158,8.89
3640,3075,9486,5.93
3641,6630,9287,4.67
3642,1865,883,11.36
3643,3864,8605,18.07
3644,1375,3527,8.66
3645,4031,3112,13.2
3646,6098,1326,12.51
3647,6486,9808,19.64
3648,3212,8881,16.96
3649,2538,7024,15.92
3650,1913,8749,18.59
3651,1027,4379,17.33
3652,4194,3357,9.06
3653,1347,277,12.42
3654,7209,6373,10.22
3655,2673,5555,13.37
3656,2693,5777,1.32
3657,761,8449,5.99
3658,4817,521,16.17
3659,177,6967,5.13
3660,6506,3704,7.8
3661,3562,3824,8.06
3662,5874,3278,7.19
3663,5918,8048,19.54
3664,5883,4402,10.44
3665,1385,2952,1.73
3666,4296,4643,1.78
3667,7266,1903,14.02
3668,7032,3373,14.47
3669,2439,3201,5.59
3670,4323,10001,15.1
3671,1506,5791,14.19
3672,2949,8773,16.87
3673,6030,10618,2.85
3674,5753,9262,1.34
3675,2405,2799,7.21
3676,4003,3818,10.17
3677,4892,1495,10.25
3678,2448,3735,12.81
3679,4331,6925,18.53
3680,7460,48,18.79
3681,5405,5279,4.21
3682,2082,6180,14.84
3683,6638,7793,1.43
3684,4259,2364,11.14
3685,2656,10075,18.39
3686,528,6188,18.77
3687,5330,4145,16.84
3688,6351,1822,16.06
3689,3687,6828,10.12
3690,701,1511,1.1
3691,244,10884,7.25
3692,2757,2422,17.47
3693,682,718,17.13
3694,6298,9397,19.78
3695,252,5478,18.65
3696,1615,5692,13.27
3697,5605,10887,14.07
3698,1265,2172,7.58
3699,4111,8238,12.16
3700,6950,5906,9.04
3701,1999,5033,4.21
3702,2850,583,14.79
3703,6775,8066,4.93
3704,6816,9561,16.92
3705,3702,1363,11.12
3706,1199,8488,2.17
3707,2976,2117,3.88
3708,5762,10925,15.31
3709,3599,1562,7.25
3710,606,7820,12.79
3711,2406,9270,2.29
3712,2957,5758,4.67
3713,6004,6682,6.99
3714,855,5375,2.32
3715,2210,1126,9.5
3716,2488,2558,6.22
3717,3938,9135,5.19
3718,2476,1477,2.69
3719,5719,460,19.79
3720,446,4317,14.24
3721,5889,5573,10.47
3722,6728,2634,16.24
3723,2999,1515,19.57
3724,4824,380,16.53
3725,880,4440,0.2
3726,4009,4154,17.17
3727,1604,128,14.36
3728,1795,9970,6
3729,958,10149,9.27
3730,1971,9198,3.78
3731,4884,8779,7.31
3732,3036,7400,12.4
3733,3113,10961,15.02
3734,2074,3633,11.77
3735,1524,7743,12.5
3736,2724,4370,17.07
3737,696,7440,0.94
3738,4351,7293,19.47
3739,5799,5211,9.47
3740,6640,5921,17.43
3741,6957,833,5.24
3742,3315,3403,12.95
3743,1367,8998,3.02
3744,1339,10293,0.86
3745,4831,1221,9.14
3746,6616,6497,6.83
3747,2460,2654,11.91
3748,3950,6280,14.65
3749,3678,7114,6.44
3750,2190,9455,19.94
3751,1426,6840,11.57
3752,6362,7446,8.69
3753,2821,3027,12.94
3754,2959,3470,4.36
3755,7364,7281,9.46
3756,544,5632,11.81
3757,7450,10743,4.93
3758,2672,7110,3.55
3759,1238,494,2.42
3760,4878,5845,9.85
3761,1531,5893,15
3762,5448,2227,4.99
3763,780,3002,19.04
3764,1051,4388,11.57
3765,270,10640,8.13
3766,3514,10598,10.5
3767,4249,1855,11.78
3768,5688,5556,14.77
3769,793,9370,3.1
3770,1340,2360,17.82
3771,3980,10724,18.69
3772,207,2008,16.05
3773,1131,7394,19.55
3774,4934,2519,19.23
3775,6002,9670,10.71
3776,3784,6562,15.13
3777,4101,5972,13.19
3778,3321,10329,2.56
3779,360,2195,5.44
3780,728,8270,13.12
3781,3234,2257,9.37
3782,2306,1475,19.87
3783,5087,5381,5.5
3784,1332,10707,3.28
3785,2706,9839,14.67
3786,3413,4074,13.68
3787,2922,9269,0.38
3788,2300,10735,17.82
3789,773,4688,11.58
3790,3136,6698,11.72
3791,3833,10788,1.38
3792,6552,9646,6.12
3793,2532,2225,7.72
3794,5884,731,14.01
3795,1062,9498,5.11
3796,1769,8426,4.99
3797,5326,10318,9.6
3798,1154,2732,19.11
3799,5549,2605,1.32
3800,6697,6870,9.07
3801,1859,3125,9.64
3802,7542,4469,2.46
3803,5797,8308,13.45
3804,7149,8728,3.61
3805,1791,1707,7.51
3806,4563,9724,0.51
3807,814,611,11.24
3808,315,5490,16.2
3809,27,6164,1.18
3810,7296,4441,12.31
3811,2001,7902,12.67
3812,5648,8652,16.7
3813,3173,3104,4.56
3814,1938,9706,8.15
3815,954,7384,6.88
3816,4407,2714,18.31
3817,4266,10585,2.49
3818,7492,4910,17.37
3819,7518,8134,11.22
3820,1978,9020,9.12
3821,4422,697,12.71
3822,4988,9989,7.41
3823,1213,5418,1.04
3824,2605,10624,2.75
3825,6751,5979,10.8
3826,5899,5127,9.91
3827,5259,10523,6.84
3828,247,10456,11
3829,1163,7365,2.62
3830,145,11034,7.73
3831,2558,5504,14.82
3832,361,1749,3.29
3833,1738,7449,4.68
3834,1192,1364,4.53
3835,288,8566,19.21
3836,6771,3413,6.43
3837,1089,9598,11.65
3838,7269,4372,15.51
3839,5019,2451,3.32
3840,1542,4952,16.41
3841,1723,10083,11.58
3842,3728,5994,19.28
3843,6416,9149,18.87
3844,5576,3162,2.62
3845,7010,5483,16.93
3846,4990,9501,7.83
3847,1735,177,12.34
3848,1569,8051,5.59
3849,5168,10103,15.32
3850,6657,1740,12.94
3851,4676,4319,18.33
3852,5726,9986,3.71
3853,6477,854,19.06
3854,2899,567,13.55
3855,3108,547,6.81
3856,6492,3892,17.2
3857,6411,10277,2.9
3858,2989,9464,1.52
3859,3886,8850,7.35
3860,4310,7017,5.18
3861,1964,659,11.78
3862,6873,11025,2.68
3863,5761,422,1.85
3864,3969,8926,10.32
3865,4345,10308,12.29
3866,6789,5965,19.51
3867,6206,3168,12.08
3868,3306,3647,0.11
3869,898,8339,9.05
3870,6341,4117,19.64
3871,7056,9624,16.73
3872,627,9245,2.88
3873,6257,1348,7.92
3874,7348,9485,5.21
3875,1603,1206,10.02
3876,4420,10924,9.51
3877,1149,10862,15.2
3878,7485,1864,12.82
3879,3447,4172,3.97
3880,6769,7552,3.48
3881,1099,3797,13.03
3882,6678,1470,6.07
3883,5060,3689,0.09
3884,6973,5140,16.44
3885,6626,758,17.52
3886,5610,1837,11.37
3887,7087,10554,8
3888,1864,10290,10.54
3889,6293,8915,4.09
3890,6595,2646,13.48
3891,5975,9349,9.52
3892,3387,9979,4.74
3893,2891,1328,13.15
3894,2413,10776,12.2
3895,7447,10178,4.03
3896,4914,3234,14.04
3897,6929,5379,6.04
3898,1471,808,6.68
3899,362,7252,19.33
3900,3566,2875,18.27
3901,4851,4911,16.41
3902,6894,700,12.67
3903,4529,4239,2.49
3904,1389,1797,10.58
3905,5786,5308,6.17
3906,960,1110,0.51
3907,4566,2987,18.21
3908,2031,524,0.59
3909,4739,8701,16.89
3910,657,1148,13.61
3911,3221,98,17.65
3912,515,7254,6.01
3913,1414,7259,5.98
3914,6828,8296,0.3
3915,5444,9552,7.15
3916,308,9876,18.47
3917,6757,9363,5.09
3918,7144,10332,19.55
3919,5484,3585,5.32
3920,2699,287,10.35
3921,4439,10356,6.14
3922,5150,8642,15.82
3923,7390,1509,17.67
3924,5065,9419,11.97
3925,656,6755,11.87
3926,2680,1904,6.98
3927,5031,3538,16.83
3928,4826,10095,18.8
3929,2694,2826,15.44
3930,5848,10030,15.93
3931,2491,13,0.72
3932,5553,904,16.29
3933,465,7176,9.99
3934,2199,3673,19.82
3935,3298,819,5.39
3936,745,10199,17.72
3937,3796,6196,9.21
3938,5687,3158,13.65
3939,1420,7520,16.31
3940,4292,5390,7.74
3941,816,2048,3.93
3942,4999,933,16.3
3943,6564,7898,15.03
3944,6587,8096,1.33
3945,2784,1815,6.06
3946,5812,2863,12.41
3947,2239,897,15.6
3948,5754,5458,14.92
3949,7160,5094,10.84
3950,3014,4909,1.41
3951,1096,5013,16.83
3952,1547,7166,0.25
3953,6611,619,3.51
3954,5522,1871,6.33
3955,5720,1228,17.93
3956,612,11040,16.22
3957,2790,21,10.81
3958,5796,4555,18.14
3959,2614,9783,19.97
3960,3319,1580,10.82
3961,1156,7924,18.12
3962,2643,10017,16.79
3963,6049,2897,3.01
3964,3688,5472,4.63
3965,2543,5604,4.98
3966,5381,2764,4.77
3967,6676,2853,11.28
3968,471,1796,2.4
3969,7300,10666,3.23
3970,3100,6470,5.73
3971,4628,1875,12.65
3972,344,1027,5.16
3973,4643,8557,8.56
3974,5643,2414,9.51
3975,346,6193,2
3976,6144,8569,13.94
3977,109,2213,17.68
3978,4691,424,0.11
3979,3943,2326,4.95
3980,6497,432,14.07
3981,935,1706,2.7
3982,3654,3390,0.54
3983,617,4795,4.24
3984,1005,10750,4.46
3985,48,7819,5.86
3986,597,570,8.16
3987,5639,1192,5.92
3988,5492,6029,6.5
3989,4992,4336,5.73
3990,2091,6555,9.66
3991,3122,9411,7.06
3992,4140,10774,19.78
3993,5962,1647,8.66
3994,1838,10431,18.81
3995,3262,6776,15.87
3996,1687,4476,2.73
3997,6220,7168,11.25
3998,2486,3,7.42
3999,6813,500,16.21
4000,4569,8812,16.49
4001,3156,1991,1.73
4002,6447,779,5.87
4003,6024,1694,2.54
4004,5105,8022,6.09
4005,280,9205,3.34
4006,3331,2697,5.45
4007,2288,5317,1.14
4008,6739,4950,14.54
4009,2541,9918,15.21
4010,6479,4724,9.06
4011,57,1397,17.73
4012,5946,5192,5.07
4013,3867,2418,16.02
4014,1704,5378,4.11
4015,7339,1362,4.92
4016,809,8306,8.21
4017,1576,421,16.95
4018,1421,4537,1.29
4019,6761,8291,2.31
4020,2731,4631,7.38
4021,5810,7767,4.9
4022,4169,9415,1.92
4023,720,237,9.22
4024,531,7513,14.08
4025,776,5339,7.2
4026,2109,222,14.03
4027,6542,7321,7.14
4028,3460,9120,17.22
4029,475,1259,18.81
4030,3091,5170,8.27
4031,530,6906,6.97
4032,5629,4357,5.63
4033,845,7960,14.32
4034,3707,2821,1.92
4035,127,9751,4
4036,2403,8705,4.28
4037,5101,8996,13.89
4038,1620,6114,3.64
4039,1467,9327,10.15
4040,6050,3865,6.44
4041,1927,10402,2.06
4042,6200,1806,19.79
4043,266,10219,3.06
4044,4661,6680,18.64
4045,5364,8115,2.57
4046,1305,7997,13.54
4047,6566,414,1.89
4048,3498,6417,1.76
4049,2241,6740,2.44
4050,5447,4038,7.6
4051,3118,9250,2.77
4052,1844,8086,7.16
4053,5740,4600,8.34
4054,4350,4783,12.41
4055,3302,3069,8.36
4056,6465,4298,7.47
4057,3731,6322,8.22
4058,4401,9920,15.92
4059,7133,8112,3.51
4060,1733,1039,1.23
4061,6711,4701,3.68
4062,2807,6938,6.44
4063,2837,7026,14.76
4064,2688,2794,17.41
4065,1256,319,11.65
4066,3115,2381,14.44
4067,2907,3019,2.55
4068,5051,7589,4.97
4069,2926,1203,11.45
4070,5403,8602,8.38
4071,338,8326,14.75
4072,2350,7439,16.21
4073,3877,454,12.4
4074,5171,6845,4.77
4075,4733,1431,10.44
4076,1655,10037,9.77
4077,1905,8770,10.13
4078,1299,542,0.62
4079,7059,10913,10.28
4080,4621,10897,7.75
4081,5704,2253,13.08
4082,5183,4129,1.08
4083,4045,8597,5.22
4084,7362,10005,4.11
4085,1372,2236,4.19
4086,1541,1351,3
4087,4084,9632,6.81
4088,1831,6340,0.88
4089,4830,6524,11.05
4090,1452,5040,5.39
4091,748,6225,19.6
4092,52,1417,18.28
4093,7544,7153,8.77
4094,6356,8519,14.45
4095,503,8805,7.21
4096,1692,8199,5.51
4097,6319,4273,6.82
4098,5700,2930,15.72
4099,1003,9364,19.44
4100,282,5793,3.76
4101,222,4363,14.98
4102,6290,3130,14.03
4103,2057,6972,1.51
4104,4899,3479,15.44
4105,6808,3722,14.26
4106,1445,6964,6.8
4107,4933,4449,13.03
4108,4181,7271,10.12
4109,1100,7028,7.85
4110,937,958,13.81
4111,7199,6039,14.08
4112,4922,6067,12.75
4113,6555,1289,16.32
4114,2832,2635,12.66
4115,796,5944,4.09
4116,753,472,2.67
4117,7520,9203,16.91
4118,2623,1325,18.9
4119,6951,167,0.71
4120,7100,1340,4.42
4121,5334,4784,11.65
4122,3297,1618,5.81
4123,1860,4292,8.31
4124,431,1513,9.99
4125,7112,7182,4.91
4126,35,561,1.21
4127,6519,7472,5.28
4128,2015,3626,1.65
4129,4374,7212,2.16
4130,978,3918,14.58
4131,700,6910,13.28
4132,5196,3572,15.98
4133,6852,1776,6.44
4134,306,4897,2.99
4135,968,7270,11.47
4136,1975,6438,5.54
4137,6662,5954,8.5
4138,452,6547,8.35
4139,4546,1365,2.49
4140,4636,6566,3.18
4141,4759,3381,9.57
4142,97,1287,6.53
4143,1533,5854,19.96
4144,2646,10481,11.92
4145,1490,6478,5.75
4146,2016,1422,1.47
4147,6937,5904,15
4148,4727,4139,13.32
4149,74,5967,7.09
4150,6539,4089,5.05
4151,1015,7602,11.65
4152,6661,7056,19.28
4153,170,3539,5.12
4154,2312,3658,3.93
4155,3779,6390,18.68
4156,5015,10745,11.72
4157,34,4280,1.7
4158,6404,3329,17.75
4159,4510,1298,2.07
4160,5050,231,7.34
4161,2940,4325,12.34
4162,3558,4876,16.17
4163,5413,9378,6.82
4164,6715,469,18.66
4165,3750,9383,13.61
4166,2214,2563,19.03
4167,477,9832,18.92
4168,1589,5526,14.03
4169,408,2,18.14
4170,2503,9228,12.6
4171,3429,8886,5.03
4172,1745,6536,2.43
4173,4815,9765,7.12
4174,923,3259,3.03
4175,6141,3378,12.93
4176,1532,5499,7.25
4177,2036,456,10.74
4178,7491,8057,8.15
4179,1180,8331,6.12
4180,6605,6781,12.42
4181,2900,4945,9.21
4182,2880,4214,8.73
4183,4873,1437,6.9
4184,6698,7291,7.57
4185,498,1755,11.75
4186,7289,10920,14.05
4187,1744,1045,5.1
4188,4780,8365,1.38
4189,1133,11049,7.08
4190,1886,540,2.4
4191,1521,10866,10.83
4192,5438,5839,2.17
4193,5609,7569,17.07
4194,4012,8420,8.46
4195,5958,3177,19.28
4196,3979,2531,4.05
4197,4107,961,15.75
4198,7309,126,8.43
4199,6100,7799,15.39
4200,5298,5198,19.64
4201,412,478,17.1
4202,3363,2855,6.12
4203,325,4444,15.52
4204,5853,256,1.77
4205,5876,10529,18.92
4206,1799,7192,12.08
4207,2308,168,13.65
4208,6774,3812,9.61
4209,7307,8237,3.38
4210,7429,8166,9.27
4211,5091,7474,4.24
4212,6835,1111,13.03
4213,2794,9749,2.47
4214,2798,8245,12.13
4215,6561,318,14.65
4216,1084,7137,2.42
4217,4828,1224,3.46
4218,6540,10930,1.77
4219,3106,6436,10.98
4220,1477,10576,9.2
4221,1549,2336,19.92
4222,5315,10154,12.27
4223,2411,6239,9.49
4224,7233,1306,3.12
4225,5583,353,19.48
4226,3656,8974,8.97
4227,573,6266,0.07
4228,8,2249,10.07
4229,5646,6138,4.7
4230,5380,2062,14.28
4231,5835,1886,2.89
4232,6998,6035,19.57
4233,5937,11026,8.45
4234,1674,10158,17.52
4235,4396,207,8.26
4236,2534,1894,14.82
4237,3340,5909,7.77
4238,1906,5611,9.83
4239,6001,10031,9.41
4240,1067,1770,14.05
4241,2554,6587,13.29
4242,2211,5148,8.6
4243,4187,8007,17.85
4244,2307,5469,1.48
4245,1470,5951,8.51
4246,7399,9843,17.73
4247,3858,9496,8.32
4248,239,1418,8.41
4249,2619,4695,0.13
4250,1637,2892,16.48
4251,4641,9166,11.35
4252,7370,7107,9.14
4253,2117,253,9.24
4254,3304,3598,8.28
4255,4836,131,17.14
4256,7528,10854,18.33
4257,2226,7914,16.37
4258,3716,1967,2.57
4259,5373,5182,1.78
4260,3626,5890,11.75
4261,762,3564,6.22
4262,2786,8190,16.66
4263,6249,7531,18.8
4264,3614,10447,17.69
4265,5118,9095,3.73
4266,7021,6929,12.22
4267,4371,3838,14.68
4268,5424,2938,3.47
4269,6281,11124,15.29
4270,7435,4409,11.95
4271,4405,9509,3.83
4272,1235,8327,6.83
4273,6222,8662,13.72
4274,2567,7961,13.14
4275,2691,6382,9.01
4276,7119,11045,9.19
4277,3060,2528,16.56
4278,3499,6923,6.38
4279,3580,1637,2.29
4280,2127,3090,15.79
4281,5645,4671,0.25
4282,6570,5404,14.91
4283,6737,10875,6.15
4284,5636,7709,15.84
4285,4421,5095,1.7
4286,2155,6294,10.38
4287,7373,7541,11.72
4288,6781,4522,14.94
4289,6928,2044,17.9
4290,5978,10061,9.25
4291,7174,6541,14.9
4292,1279,4674,2.09
4293,7238,8027,10.19
4294,2115,224,4.79
4295,1427,4460,15.56
4296,3039,492,13.74
4297,5514,9244,4.74
4298,4842,6154,6.89
4299,4355,675,9.95
4300,5677,2568,5.51
4301,5453,1277,15.39
4302,1553,7800,12.08
4303,13,2382,14.12
4304,3929,785,4.46
4305,3669,10642,2.93
4306,7118,6643,13.58
4307,601,9458,2.03
4308,1144,8021,3.43
4309,5237,5175,9.79
4310,6600,4508,9.56
4311,7505,9925,6.7
4312,67,10954,11.66
4313,2397,1440,11.69
4314,1597,7977,7.95
4315,4290,2140,8.88
4316,4625,6178,18.74
4317,2299,9155,18.75
4318,3701,5747,10.02
4319,1605,2471,18.44
4320,5948,6463,3.87
4321,5246,10980,7.73
4322,3825,2372,14.79
4323,5021,5172,10.78
4324,2555,5803,12.62
4325,3516,73,3.92
4326,4521,9048,15.9
4327,2593,9146,10.61
4328,4160,5751,16
4329,6259,9376,0.57
4330,6466,2981,1.16
4331,527,3233,1.71
4332,4217,5064,10
4333,5611,1189,19.6
4334,5488,6475,7.16
4335,5969,5334,19.97
4336,2077,4929,17.72
4337,23,10500,7.4
4338,7371,6038,16.44
4339,7254,8457,5.96
4340,7143,2971,18.1
4341,3482,8760,11.87
4342,6585,6817,16.15
4343,3393,6627,12.5
4344,7123,10311,14.31
4345,4648,5808,13.24
4346,6528,10384,10.71
4347,6126,8373,10.02
4348,2267,6317,15.28
4349,2779,1626,14.35
4350,5732,10443,15.03
4351,2935,2837,10.02
4352,5792,5139,2.02
4353,6979,54,5.2
4354,6778,7443,1.94
4355,373,3752,8.31
4356,922,4354,8.9
4357,2426,7669,18.57
4358,5540,6651,8.68
4359,5804,4215,0.29
4360,1153,3439,7.4
4361,4786,3036,2.87
4362,6044,9851,0.5
4363,1929,9993,2.35
4364,4666,820,1.07
4365,3689,2648,9.97
4366,5314,1517,3.05
4367,7337,3720,19.53
4368,7514,1910,17.82
4369,7136,6820,4.3
4370,1463,2071,6.07
4371,4509,6736,8.96
4372,2773,10497,1.57
4373,6449,5347,13.21
4374,2186,1614,17.59
4375,2453,1877,13.93
4376,482,5558,6.63
4377,1581,10671,17.28
4378,3807,9619,1.95
4379,1618,8487,1.27
4380,5181,5883,11.06
4381,2496,7562,5.67
4382,7207,6809,10.9
4383,5175,3469,14.42
4384,6842,6022,15.43
4385,1345,3989,0.51
4386,4632,4817,12.14
4387,6604,3490,1.3
4388,1721,4381,9.27
4389,6574,3077,17.31
4390,6536,5281,2.87
4391,2156,6199,0.8
4392,2589,8651,13.46
4393,4793,3984,18.97
4394,825,234,2.67
4395,1135,467,10.18
4396,4541,10847,15.86
4397,1843,9926,4.77
4398,6123,5204,7.27
4399,854,10310,3.64
4400,6284,7825,18.12
4401,4264,10829,7.8
4402,4620,4569,11.51
4403,910,2842,18.06
4404,341,4155,0.64
4405,4738,9320,5.48
4406,2598,1279,14.58
4407,4366,4365,9.57
4408,5868,413,17.6
4409,5002,3638,10.05
4410,230,7654,19.98
4411,1073,4275,2.65
4412,5506,4697,13.37
4413,7189,3215,14.38
4414,5017,1599,5.51
4415,6956,8266,0.19
4416,933,5775,1.79
4417,847,7226,16.52
4418,1468,10204,17.2
4419,1668,7822,13
4420,6902,2655,7.25
4421,5984,4168,6.2
4422,1068,3080,7.61
4423,4668,4773,19.08
4424,2373,7090,14.43
4425,643,10054,19.59
4426,3237,8102,1.34
4427,6102,10140,12.02
4428,496,4008,9.95
4429,5566,10186,17.55
4430,7424,11115,19.55
4431,5852,8123,15.12
4432,3816,3516,8.44
4433,2064,3434,11.96
4434,2409,192,1.79
4435,1130,4673,3.93
4436,3295,4195,7.96
4437,1594,2656,4.17
4438,3990,1031,19.07
4439,4360,8793,19.24
4440,88,1268,1.9
4441,6285,3462,12.78
4442,3320,5051,11.46
4443,6343,693,4.62
4444,5808,2529,10.53
4445,5319,5712,10.18
4446,5187,8787,17.31
4447,30,7134,14.04
4448,3672,10511,10.98
4449,5896,6310,3.64
4450,5603,4599,14.34
4451,750,9258,0.88
4452,6559,1309,3.08
4453,2458,10036,11.98
4454,1550,5376,7.65
4455,4956,6226,2.5
4456,1931,3782,6.76
4457,1169,1712,2.21
4458,2140,447,8.33
4459,622,9428,16.99
4460,5877,3711,3.42
4461,1334,2160,9.27
4462,1302,11036,13.24
4463,7291,1124,18.48
4464,6567,7880,3.61
4465,1934,3847,15.61
4466,3309,9671,19.48
4467,3428,2480,9.85
4468,1200,6295,18.64
4469,1796,5780,11.07
4470,2489,8330,1.9
4471,1398,7274,11.17
4472,4969,10195,17.27
4473,5574,3435,2.5
4474,2383,2965,8.49
4475,727,585,16.63
4476,4518,898,5.9
4477,6053,6673,18.79
4478,7000,2596,19.5
4479,3208,5325,4.46
4480,4161,6258,5.03
4481,5798,5216,13.82
4482,3811,10126,19.76
4483,1646,197,6.8
4484,2408,6640,19.47
4485,7025,9495,10.17
4486,567,7900,1.12
4487,1014,10379,0.66
4488,4382,7769,7.04
4489,5333,10249,13.92
4490,1292,7255,9.15
4491,2739,3943,4.6
4492,2927,6209,5.09
4493,2257,1091,14.38
4494,3754,6439,0.15
4495,2336,2274,1.71
4496,236,5853,3.75
4497,1186,3821,9.82
4498,3007,3145,8.55
4499,1924,7279,16.53
4500,6091,8343,9.41
4501,1215,8325,4.87
4502,1568,4717,13.75
4503,652,3602,3.94
4504,4883,8293,6.15
4505,147,10026,19.57
4506,7488,601,1.12
4507,4280,1332,19.54
4508,2523,4978,4.19
4509,4729,2258,15.46
4510,3019,1308,3.9
4511,5184,10261,15.58
4512,3362,5861,14.17
4513,5831,804,2.09
4514,5450,6192,9.24
4515,6314,7256,12.47
4516,5781,9778,4.03
4517,5638,2918,16.42
4518,7193,6884,17.12
4519,1872,749,5.98
4520,2823,9350,3.61
4521,667,1497,4.57
4522,393,9884,8.17
4523,1407,5274,4.3
4524,5095,9,8.44
4525,1985,5670,6.5
4526,6311,3040,18.77
4527,303,7516,6.83
4528,5496,3910,9.04
4529,5415,7309,19.41
4530,7382,6653,6.65
4531,483,6518,0.06
4532,2951,2838,10.09
4533,2079,5315,11.18
4534,4460,6806,13.4
4535,6248,3600,19.73
4536,2674,5143,9.06
4537,3959,9049,0.11
4538,1139,1164,9.85
4539,5123,3592,5.16
4540,4307,3475,7.12
4541,1086,2122,11.16
4542,5085,8906,5.75
4543,6295,9177,3.22
4544,6617,5266,5.33
4545,6255,3860,8.17
4546,4961,6703,4.12
4547,1362,10486,12.95
4548,4384,1112,17.66
4549,5276,3148,12.98
4550,51,2484,4.43
4551,3476,1820,6.88
4552,2041,10987,11.63
4553,2141,8973,18.73
4554,552,8099,8.39
4555,2871,8425,8.35
4556,6074,6293,4.95
4557,6518,8366,6.69
4558,2540,4069,14.56
4559,5708,8967,15.03
4560,4386,2994,19.72
4561,2920,5734,18.53
4562,519,7296,1.34
4563,1767,874,0.23
4564,3586,1355,5.35
4565,4393,10056,7.05
4566,7108,2882,17.75
4567,2025,5238,10.68
4568,1875,1881,9.8
4569,5555,788,14.91
4570,3525,5437,16.76
4571,3486,3228,2.37
4572,298,1734,19.08
4573,1736,4016,6.01
4574,2485,6279,13.55
4575,3895,9497,17.71
4576,757,8910,16.83
4577,3857,2514,0.83
4578,2616,8534,13.68
4579,314,5585,8.88
4580,6874,2221,3.66
4581,6199,1119,9.49
4582,4441,9075,0.38
4583,3011,4799,19.73
4584,3,1370,1.47
4585,3054,7876,10.79
4586,4408,3618,14.92
4587,2550,6364,3.99
4588,7308,678,2.43
4589,2564,9257,5.79
4590,2456,5263,7.03
4591,3780,8593,11.88
4592,1841,8356,19.23
4593,1464,8862,10.3
4594,2961,1921,16.13
4595,2881,8723,0.63
4596,4472,8012,18.87
4597,4352,7617,4.03
